"longitude","latitude","year"
-105.4568022,36.1397008,1955
-145.3333333,61.1666667,1955
-106.646393,33.080833,1956
-79.47888,43.16749,1956
-108.7445238,31.3958558,1956
-115.43111,41.87361,1956
-108.74149,35.26364,1956
-118.3349775,48.8856,1956
-106.4428024,36.9227973,1956
-108.386676,37.1699825,1956
-105.6365967,34.2958993,1956
-105.51874,34.95863,1956
-98.8914,47.0795,1956
-100.26861,41.903333,1957
-108.2983294,32.0904069,1957
-100.667,42.5259,1957
-107.803396,29.505632,1957
-103.563,42.6849,1957
-103.5422,42.6849,1957
-120.49349,40.3651,1957
-111.6166667,50.8333333,1957
-112.7,51.4666667,1957
-107.184723,34.048332,1957
-107.1544037,34.0475002,1957
-109.0221676,32.3451565,1958
-152.26667,67.88306,1958
-110.92583,32.22167,1958
-104.30089,32.35903,1958
-120.7868,44.9677,1958
-109.2092214,31.9135917,1958
-122.3329,41.3288,1958
-107.6532974,35.2272994,1958
-108.1111985,35.0951998,1958
-111.7212,35.3141,1958
-107.6102981,36.8272009,1958
-107.6432038,36.9019997,1958
-110.857227,30.956425,1958
-106.6411971,36.9227991,1958
-104.512779,32.204445,1959
-77.57896,41.4728,1959
-107.4700012,37.0191994,1959
-107.4449996,36.9510004,1959
-103.85457,44.28806,1959
-103.6416,41.6868,1959
-103.6583,41.7389,1959
-107.5925981,36.8853007,1959
-112.1966,36.6383,1959
-107.4875022,37.0244231,1959
-116.3568,43.976,1959
-120.8532,44.9315,1959
-102.255,36.75199,1959
-102.830747,36.9151402,1959
-102.99737,36.93185,1959
-105.27833,39.99722,1960
-151,60.8,1960
-120.57539,40.30383,1960
-71.81306,42.9875,1960
-107.5062028,37.0191992,1960
-107.1844475,37.4147044,1960
-121.01889,46.51583,1960
-114.9636,40.9378,1960
-103.1771463,45.4006358,1960
-166,68.25,1960
-105.88058,31.32912,1960
-108.0302228,30.2560528,1960
-120.23311,39.43877,1960
-118.6711,46.04,1960
-104.444272,32.175375,1960
-107.4059981,35.8633003,1960
-110.36179,31.55528,1961
-103.1565394,45.4006358,1961
-103.48023,45.8633,1961
-103.87297,45.76928,1961
-109.49175,46.90326,1961
-109.23754,47.16383,1961
-104.046322,44.375869,1961
-104.04632,44.3469,1961
-109.26673,31.34899,1962
-108.257711,26.832191,1962
-114.256346,38.929166,1962
-120.21639,47.64028,1962
-120.69833,46.73111,1962
-145.8333333,63.75,1962
-147,63.16666667,1962
-111.3272368,39.9912654,1962
-120.2463,40.9791458,1962
-103.7689972,30.4389992,1963
-105.4232497,37.1863107,1963
-149.9002778,61.21805556,1963
-105.132433,36.56529,1963
-103.967499,36.78389,1963
-112.400887,38.069053,1963
-76.059,41.465,1963
-105.27,40.0729756,1963
-98.5124435,39.8659248,1963
-145.51257,62.941974,1964
-120.4843629,47.7628,1964
-107.2783813,34.1166649,1964
-112.97083,51.93333,1964
-104.442017,32.160558,1964
-76.93,45.7,1964
-101.8529968,33.5760002,1964
-101.9005,37.19302,1964
-106.5970001,31.8889999,1964
-105.24917,41.00528,1965
-104.464178,41.028545,1965
-103.95549,43.88905,1965
-105.96667,50.45,1965
-103.85529,43.9325,1965
-103.97077,44.0569,1965
-103.7300541,45.369514,1965
-103.84448,44.02369,1965
-101.9055,43.616,1965
-119.3991667,38.3511111,1965
-106.504097,31.768723,1965
-106.039,31.92,1965
-106.979658,36.138825,1966
-104.1529999,30.7779999,1966
-103.9639969,30.5979996,1966
-103.6666667,30.3666667,1966
-106.1463014,34.9894974,1966
-72.89833,43.22972,1966
-100.9855,37.32199,1966
-115.92,48.94,1966
-68.65196675,57.99018897,1966
-103.92,30.6,1966
-104.411392,33.602222,1966
-112.526,37.162,1966
-104.583,31.984,1966
-106.3744964,35.0336005,1966
-106.2041016,35.3549999,1966
-68.512,44.817,1966
-75.0512733,42.3423023,1966
-88.2943802,45.1842384,1966
-100.85137,37.17708,1967
-150.6333333,65,1967
-103.48527,43.84961,1967
-104.957585,36.459932,1967
-103.51937,44.36819,1967
-163.6666667,64.56666667,1967
-103.96792,44.32259,1967
-103.85889,44.44738,1967
-103.94774,44.33708,1967
-103.94774,44.35156,1967
-72.87639,42.23611,1967
-106.3845979,34.6162993,1967
-102.930927,36.877584,1968
-99.62333,36.37611,1968
-100.783177,31.437152,1968
-103.44289,37.19595,1968
-104.046803,30.46128,1968
-103.4941,45.8733,1968
-106.847949,38.398253,1968
-110.7733307,43.6566696,1968
-104.03988,43.73735,1968
-104.6740036,30.4440002,1968
-120.9840213,38.8981121,1968
-72.40417,42.39306,1969
-106.7940496,37.7741548,1969
-104.0699997,30.7329998,1969
-101.7223648,43.9996411,1970
-104.03653,45.65166,1970
-106.242218,32.9569931,1970
-102.87006,47.472,1970
-109.5669646,40.5134727,1970
-108.4214,45.12203,1970
-122.8744,42.3267,1970
-89.487363,45.901619,1970
-120.80092,42.5804,1970
-106.504784,31.883576,1971
-74.68879867,41.2966398,1972
-103.7779999,30.698,1972
-108.028343,36.053055,1972
-105.051,30.912,1972
-150.5333333,67.8333333,1972
-107.34,37.22,1972
-108.5,32.73,1972
-106.495083,31.880034,1972
-122.48265,37.63406,1972
-122.80054,46.85846,1973
-104.8349991,31.9899998,1973
-111.4124985,40.6518669,1973
-103.4743729,43.4316826,1973
-106.49,31.9,1973
-104.057,30.535,1973
-104.242136,30.541816,1973
-158.8238889,67.045,1973
-120.77223,46.96154,1974
-101.86434,37.12051,1974
-104.8455658,31.9196472,1974
-103.2519989,30.2229996,1974
-112.9832298,37.32977117,1974
-102.9240036,30.4009991,1974
-102.9329987,30.4120007,1974
-83.9626,46.41163,1974
-108.578445,39.797382,1974
-103.630456,30.330261,1974
-101.1409988,33.4990005,1974
-73.1968,42.8781,1974
-100.586998,33.4780006,1975
-107.914954,39.679579,1975
-106.9108582,44.1744995,1975
-104.418365,32.480422,1975
-106.8906784,44.1744995,1975
-111.305601,34.243029,1975
-104.8659973,31.7469997,1975
-72.98778,44.32528,1975
-107.6300096,40.4032979,1975
-100.1462021,44.2984848,1975
-117.7032,48.33,1975
-106.41,31.92,1975
-115.19353,41.07979,1975
-106.14111,41.29833,1975
-101.17306,29.8576506,1976
-103.3010025,30.3759995,1976
-113.5,46.5,1976
-73.2833,42.35,1976
-124.13754,41.80477,1976
-122.0842506,47.01728212,1976
-121.58252,47.07994,1976
-99.9400177,37.8498573,1976
-109.352,43.533,1976
-103.7870026,30.6849995,1976
-103.8339996,30.6429996,1976
-97.361409,34.557633,1976
-80.44250276,43.96619667,1977
-73.22806,44.38056,1977
-122.17694,47.1808211,1977
-107.138998,32.68206,1977
-106.54288,31.905013,1977
-105.432,32.551,1977
-72.91417,44.68333,1978
-78.491428,42.219416,1978
-106.470995,31.918674,1978
-101.7044144,37.1199799,1978
-92.4591675,46.8230095,1978
-126.2495625,60.37476957,1978
-85.2063599,45.1615067,1978
-104.154,30.632,1978
-107.859995,39.863028,1978
-112.46,34.54,1978
-76.696685,41.644153,1979
-137.35,60.68,1979
-105.868339,32.502397,1979
-105.738,32.568,1979
-72.97,42.27,1979
-78.8264,40.8491,1979
-78.8662,40.856,1979
-78.8754,40.8715,1979
-77.89836,42.304246,1979
-108.190636,40.005214,1980
-119.8428097,48.3614,1980
-121.88333,46.88333,1980
-124.28,42.04,1980
-96.20046,37.6512,1980
-95.9985886,38.7899933,1981
-150.3113624,63.43323331,1982
-71.85,45.36666667,1982
-111.94806,35.188032,1982
-105.45222,41.31056,1982
-76.192987,41.506465,1982
-84.8435364,44.8757133,1983
-120.7975,38.75871,1983
-105.917381,33.684032,1984
-78.8322,40.877,1984
-76.133947,44.336888,1984
-100.327,30.881,1984
-101.7127838,35.7018089,1984
-105.937233,35.686943,1984
-105.59056,41.31139,1984
-106.677655,35.125035,1985
-88.169316,45.963958,1985
-120.217179,39.450209,1985
-133.028944,60.80387,1985
-102.4469986,35.6790009,1985
-101.097384,31.298865,1985
-113.3477778,54.61333333,1985
-102.1969986,33.8100014,1985
-99.930142,31.216082,1985
-79.4397,41.5213,1986
-79.4025,41.6387,1986
-100.5926904,30.56667,1986
-101.5469971,30.1060009,1986
-73.585093,42.616957,1986
-95.2943,38.39,1986
-104.381111,36.944168,1986
-74.061889,42.572428,1986
-118.5767,43.2467,1987
-100.7310028,36.230999,1987
-102.8130035,32.3219986,1987
-101.8160019,30.4699993,1987
-101.7139969,30.4720001,1987
-111.66667,35.00028,1987
-112.9880076,37.32660417,1987
-101.1669998,30.0170002,1987
-98.6663666,38.875824,1987
-88.0198059,44.5191917,1987
-111.6108333,40.405555,1987
-99.8168945,38.8855362,1987
-100.217424,31.548126,1987
-100.761169,31.738113,1988
-100.440856,31.641205,1988
-100.43667,31.753899,1988
-102.976221,30.892283,1988
-100.448371,30.859911,1988
-100.987999,35.9630013,1988
-83.411433,44.388742,1988
-111.6796,35.1537,1988
-88.91335847,48.32624097,1988
-100.743235,31.697574,1988
-100.844715,31.7652,1988
-101.234053,30.724512,1988
-101.735266,30.454016,1988
-99.8768997,41.389904,1988
-77.2603,41.0872,1988
-100.5029984,34.0200005,1988
-100.811653,30.566561,1988
-102.8430023,32.012001,1989
-100.646694,31.812293,1989
-99.7163538,31.4887476,1989
-109.008874,40.499855,1989
-106.4783985,35.0623395,1989
-100.60056,30.947095,1989
-101.135113,31.471246,1989
-150.3245,59.4469,1989
-101.400009,31.242695,1989
-101.424006,31.222176,1989
-103.8613129,32.9291649,1989
-100.569631,31.240199,1989
-98.59815,37.1506,1989
-100.7330017,35.8009987,1990
-100.4020004,30.3239994,1990
-100.6460037,30.6900005,1990
-100.7789135,29.88447445,1990
-116.202282,51.42587258,1990
-101.8970032,30.8460007,1990
-105.081525,32.128778,1990
-102.7360001,32.3650017,1990
-103.2109985,29.5259991,1990
-96.6087952,39.1836052,1990
-98.208651,35.33063,1991
-99.4410019,30.2900009,1991
-111.145,34.437,1991
-122.09694,47.13944,1991
-101.2279968,30.5249996,1991
-100.633566,31.360491,1991
-120.4823174,48.3348631,1991
-122.0621,47.6551,1991
-99.3263931,38.8791695,1991
-100.493352,31.149638,1991
-88.937838,48.301852,1991
-100.876975,31.210338,1991
-100.43873,31.296024,1991
-100.565798,31.318401,1991
-100.68291,31.638365,1992
-100.510173,42.803709,1992
-112.029,38.56,1992
-100.174606,31.500479,1992
-100.424142,42.909003,1992
-133.1916667,56.89166667,1992
-108.8257475,31.7297161,1992
-107.5514948,40.59131984,1992
-98.82513,37.10475,1992
-101.466318,32.250279,1992
-79.36666667,44.3,1993
-111.0705975,45.24224129,1993
-78.18531126,41.12912822,1993
-103.82938,43.721061,1993
-101.47833,32.240121,1993
-80.4611206,44.5603865,1993
-72.87415022,42.32756715,1994
-106.07541,36.00448,1994
-121.6280619,44.3097106,1994
-67.15102159,44.7463094,1994
-84.39473804,46.68707207,1995
-79.11763174,45.07175288,1995
-148.35,64.95,1995
-88.81764947,48.47904905,1995
-68.235535,44.298495,1995
-104.751983,31.978688,1995
-100.801301,31.406816,1995
-101.73515,30.44974,1995
-122.84697,38.32457,1995
-135.3666667,59.16666667,1995
-108.470337,33.642279,1995
-100.745708,31.656082,1995
-134.5441667,58.34027778,1995
-106.52972,32.62675,1995
-71.47,43.52,1995
-134.6833333,58.35,1995
-104.40167,42.26083,1995
-100.91055,31.311136,1995
-124.012496,40.350967,1995
-100.974953,31.319633,1996
-99.7730026,30.4909992,1996
-99.4799576,30.1943893,1996
-87.829,44.8963,1996
-101.047919,31.333674,1996
-118.8679,42.9572,1996
-70.03994261,43.7502339,1996
-75.4764683,41.1052598,1996
-100.2740021,35.3829994,1996
-98.4749985,38.955471,1996
-100.2944031,35.9202423,1996
-101.8560028,33.5620003,1996
-99.5763397,30.7904072,1997
-145.5,63.41666667,1997
-145.5333333,63.13333333,1997
-111.4840698,39.1249657,1997
-134.90474,58.66355,1997
-135.0277778,58.78888889,1997
-72.1843062,42.45309463,1997
-100.530132,31.332946,1997
-103.710822,30.35833,1998
-104.9581276,29.4899846,1998
-75.3126525,42.1037628,1998
-100.214995,32.146593,1998
-149.2811113,64.21799232,1998
-118.075272,52.869978,1998
-75.68652,40.772481,1998
-64.9236583,46.82423797,1998
-77.76565791,41.23733601,1998
-148.0166667,64.85,1998
-100.934998,29.943333,1999
-100.964996,29.955,1999
-72.47742499,42.50907572,1999
-157.269036,57.17699712,1999
-99.5550003,29.8030796,1999
-87.42679596,44.8684013,1999
-100.523125,31.494499,1999
-99.9464035,34.51836765,1999
-100.99058,29.91084,2000
-104.8213633,38.83388169,2000
-114.0584796,50.92858198,2000
-148.5705556,64.80861111,2000
-74.291786,43.780885,2000
-76.14320112,41.8730447,2000
-100.526003,31.468445,2000
-148.2333333,64.83333333,2000
-100.522953,31.379782,2000
-100.525672,31.496113,2000
-106.7761546,34.6627652,2001
-75.90737597,45.38854163,2001
-108.604367,46.7505,2001
-143.7671667,64.81166667,2001
-105.20714,32.89544,2001
-162.2233333,67.47333333,2001
-143.5426389,65.18877778,2001
-143.1225167,65.35073333,2001
-75.324,44.312,2001
-100.521923,31.494902,2001
-149.3147071,61.24718814,2002
-128.3896887,54.5987768,2002
-84.06232003,44.66798927,2002
-68.13565803,48.63067059,2002
-98.60736027,33.69729257,2002
-110.92,40.68,2002
-154.2756944,67.10261111,2002
-150.65675,68.27530556,2002
-149.7723247,67.76383395,2002
-112.956498,37.250185,2002
-103.3799028,43.57221361,2002
-98.934642,31.612407,2002
-105.2380556,36.1375,2003
-73.485557,42.646037,2003
-107.9473686,47.6039061,2003
-154.9481389,59.87725,2003
-69.94703508,48.26639721,2003
-149.6595333,62.95168333,2003
-149.6497333,62.95601667,2003
-150.2348167,62.5434,2003
-148.8183333,63.49516667,2003
-99.918251,31.751414,2003
-106.664384,35.2030286,2003
-70.794703,47.070605,2003
-75.754592,41.214292,2003
-75.2089845,41.3132099,2003
-123.8673324,43.83047437,2003
-147.5781,64.79375,2004
-98.262052,35.072457,2004
-71.14583333,47.31944444,2004
-117.3230594,47.57406557,2004
-72.6678428,43.0472267,2004
-79.45669788,47.31031097,2004
-134.6979635,58.40893927,2004
-147.4367333,64.90678333,2004
-147,64,2004
-150.2232222,62.65638889,2004
-98.87785,36.99978,2004
-134.929346,58.65211894,2004
-134.3422469,58.30345626,2004
-146.47,63.127,2004
-147.4962831,63.09865659,2004
-64.355503,48.89048,2004
-134.9522796,58.66805535,2004
-79.71368495,41.42894152,2004
-80.29025751,43.72552707,2004
-134.744925,58.58086333,2004
-112.0486551,36.21174056,2004
-105.8036508,37.43487943,2004
-95.7354,38.376,2004
-102.8167417,31.63961944,2005
-112.8982544,53.61160056,2005
-75.700954,45.08215217,2005
-78.80396855,44.6437157,2005
-134.3776177,58.31183577,2005
-108.5158613,30.82837042,2005
-76.03191368,44.5078916,2005
-123.6171663,46.55877178,2005
-79.00191333,44.63977167,2005
-135.388009,60.827124,2005
-147.5,65.1485,2005
-64.32682945,48.84158376,2005
-112.1228955,36.27858005,2005
-64.18569421,48.76235309,2005
-117.153541,46.667607,2005
-88.75731215,48.42773126,2005
-106.6828452,35.13047541,2005
-72.620098,45.069777,2005
-102.102213,34.925279,2005
-79.2854491,43.0453349,2006
-99.566444,31.762446,2006
-75.51042854,45.39345789,2006
-108.5031561,30.84796968,2006
